Date,Trips over the past 24-hours,Miles traveled today,Miles traveled to date,Total Annual Members (All Time),24-Hour Passes Purchased,7-Day Passes Purchased,3-Day Passes Purchased
7/13/2018,72113,156285,132302451,276858,3998,0,294
7/14/2018,62556,157266,132459717,277000,7241,0,334
7/15/2018,52295,132234,132591951,277133,5121,0,248
7/16/2018,67072,146307,132738258,277344,3101,0,278
7/17/2018,48495,97913,132836171,277466,1558,0,129
7/18/2018,75706,169481,133005652,277703,3578,0,247
7/19/2018,78004,141327,133146979,277891,3938,0,280
7/20/2018,74539,136511,133283490,278052,4590,0,275
7/21/2018,53651,114977,133398467,278195,6266,0,309
7/22/2018,44284,87253,133485720,278338,4316,0,244
7/23/2018,53074,88170,133573890,278458,2277,0,152
7/24/2018,69754,117924,133691814,278651,2957,0,162
7/25/2018,42988,66587,133758401,278742,1474,0,124
7/26/2018,71065,122885,133881286,278874,3321,0,252
7/27/2018,49224,82987,133964273,278993,2526,0,251
7/28/2018,61543,129505,134093778,279147,7004,0,361
7/29/2018,63472,137343,134231121,279321,7244,0,250
7/30/2018,69512,123639,134354760,279509,3490,0,333
7/31/2018,76253,134233,134488993,279702,3637,0,246
8/1/2018,64467,106881,134595874,279888,2673,0,185
8/2/2018,69711,118282,134714156,280110,2998,0,217
8/3/2018,61962,105765,134819921,280279,3145,0,247
8/4/2018,51200,104541,134924462,280498,5352,0,198
8/5/2018,58379,122656,135047118,280721,6289,0,309
8/6/2018,65686,112585,135159703,280922,3022,0,281
8/7/2018,64351,106678,135266381,281097,2640,0,201
8/8/2018,70577,120473,135386854,281275,2911,0,267
8/9/2018,71976,124150,135511004,281441,3379,0,238
8/10/2018,69617,123534,135634538,281572,4266,0,280
8/11/2018,36607,69505,135704043,281689,2994,0,141
8/12/2018,59834,125265,135829308,281881,6407,0,281
8/13/2018,44273,70501,135899809,281991,1563,0,82
8/14/2018,63733,107144,136006953,282169,2592,0,211
8/15/2018,73124,128453,136135406,282317,3565,0,266
8/16/2018,70825,123444,136258850,282471,3511,0,276
8/17/2018,63316,109405,136368255,282583,3563,0,232
8/18/2018,57284,125508,136493763,282795,6672,0,351
8/19/2018,45874,86651,136580414,282943,3926,0,155
8/20/2018,67589,118793,136699207,283162,3312,0,224
8/21/2018,75214,132261,136831468,283358,3683,0,257
8/22/2018,72614,125978,136957446,283543,3366,0,225
8/23/2018,73877,130310,137087756,283720,3975,0,331
8/24/2018,72894,132952,137220708,283884,4794,0,320
8/25/2018,64683,140537,137361245,284066,7535,0,345
8/26/2018,60954,132223,137493468,284268,6928,0,302
8/27/2018,67630,116967,137610435,284457,3350,0,242
8/28/2018,66638,110486,137720921,284667,2814,0,150
8/29/2018,65903,107006,137827927,284791,2766,0,171
8/30/2018,67900,113385,137941312,284938,3218,0,164
8/31/2018,58922,97818,138039130,285087,3186,0,180
9/1/2018,54318,116904,138156034,285245,6711,0,439
9/2/2018,60828,140923,138296957,285368,5562,0,292
9/3/2018,55067,117164,138414121,285609,6239,0,279
9/4/2018,68655,114264,138528385,285867,2793,0,215
9/5/2018,74981,124919,138653304,286102,2934,0,191
9/6/2018,70264,113123,138766427,286304,2678,0,207
9/7/2018,74586,127470,138893897,286475,3523,0,227
9/8/2018,58284,111254,139005151,286637,5442,0,270
9/9/2018,19950,30544,139035695,286752,895,0,16
9/10/2018,23949,32472,139068167,286847,463,0,26
9/11/2018,66552,109380,139177547,286985,2456,0,193
9/12/2018,53241,82748,139260295,287120,1650,0,115
9/13/2018,74054,123401,139383696,287262,2874,0,197
9/14/2018,74330,128288,139511984,287412,3623,0,298
9/15/2018,71185,149524,139661508,287622,7570,0,353
9/16/2018,69515,150281,139811789,287897,7410,0,270
9/17/2018,71340,118809,139930598,288137,2914,0,162
9/18/2018,53077,82768,140013366,288266,1433,0,74
9/19/2018,74372,129089,140142455,288450,3529,0,290
9/20/2018,76803,129385,140271840,288599,3130,0,235
9/21/2018,74940,128273,140400113,288719,3677,0,224
9/22/2018,69133,142121,140542234,289160,7511,0,298
9/23/2018,55494,104944,140647178,289370,4716,0,184
9/24/2018,71631,115888,140763066,289524,2615,0,289
9/25/2018,25430,35795,140798861,289591,506,0,65
9/26/2018,68007,110772,140909633,289698,2423,0,296
9/27/2018,75370,126480,141036113,289829,3044,0,399
9/28/2018,57230,90249,141126362,289911,1986,0,296
9/29/2018,69321,145920,141272282,290170,6960,0,906
9/30/2018,66224,139423,141411705,290467,6367,0,675
10/1/2018,71387,120257,141531962,290631,2618,0,307
10/2/2018,73113,122234,141654196,290788,2666,0,195
10/3/2018,76769,129720,141783916,290947,3141,0,199
10/4/2018,70698,116337,141900253,291073,2838,0,222
10/5/2018,74744,129597,142029850,291166,3979,0,254
10/6/2018,57599,110421,142140271,291298,5658,0,310
10/7/2018,60753,127033,142267304,291425,6936,0,277
10/8/2018,58256,95097,142362401,291549,2865,0,121
10/9/2018,74251,123973,142486374,291672,2846,0,207
10/10/2018,77317,132255,142618629,291765,3115,0,202
10/11/2018,46862,70173,142688802,291862,1323,0,59
10/12/2018,67686,113055,142801857,291962,3453,0,255
10/13/2018,54747,100652,142902509,292029,2430,0,125
10/14/2018,54297,103697,143006206,292158,4805,0,204
10/15/2018,59181,92219,143098425,292262,1958,0,95
10/16/2018,66661,104171,143202596,292370,2200,0,158
10/17/2018,67868,107762,143310358,292469,2341,0,134
10/18/2018,61668,94356,143404714,292519,1969,0,143
10/19/2018,64735,105730,143510444,292604,3012,0,192
10/20/2018,56281,109142,143619586,292711,5644,0,309
10/21/2018,39192,64764,143684350,292811,2488,0,100
10/22/2018,57919,88293,143772643,292899,1721,0,133
10/23/2018,68086,110293,143882936,292992,2356,0,181
10/24/2018,64203,98615,143981551,293077,1942,0,97
10/25/2018,61637,95827,144077378,293309,2003,0,146
10/26/2018,59861,92569,144169947,293508,2292,0,131
10/27/2018,13124,17949,144187896,293542,333,0,11
10/28/2018,42502,74540,144262436,293611,3134,0,154
10/29/2018,60028,92882,144355318,293722,1853,0,156
10/30/2018,65545,102834,144458152,293819,1957,0,141
10/31/2018,68447,114039,144572191,294007,2544,0,225
11/1/2018,74260,128502,144700693,294111,3288,0,245
11/2/2018,63746,105906,144806599,294186,2817,0,237
11/3/2018,49127,89639,144896238,294256,4200,0,199
11/4/2018,50713,98021,144994259,294329,5107,0,99
11/5/2018,33345,47328,145041587,294396,776,0,31
11/6/2018,40271,56313,145097900,294442,1186,0,29
11/7/2018,67925,112354,145210254,294527,2590,0,189
11/8/2018,64441,103621,145313875,294595,2191,0,146
11/9/2018,36952,54282,145368157,294647,1064,0,63
11/10/2018,37809,63740,145431897,294689,2649,0,132
11/11/2018,36612,64197,145496094,294744,2763,0,78
11/12/2018,51341,79338,145575432,294792,1707,0,79
11/13/2018,36957,52453,145627885,294838,751,0,27
11/14/2018,49621,70932,145698817,294882,935,0,30
11/15/2018,24948,35594,145734411,294900,407,0,24
11/16/2018,34447,49576,145783987,294915,761,0,48
11/17/2018,37974,61206,145845193,294951,2257,0,56
11/18/2018,34390,55093,145900286,294988,1916,0,45
11/19/2018,54540,83935,145984221,295037,1522,0,84
11/20/2018,51910,75746,146059967,295070,1259,0,37
11/21/2018,40417,58441,146118408,295112,1050,0,39
11/22/2018,8798,12626,146131034,295200,369,0,20
11/23/2018,16107,23143,146154177,295439,597,0,26
11/24/2018,20087,32011,146186188,295530,1137,0,41
11/25/2018,34519,60831,146247019,295688,2521,0,36
11/26/2018,29189,42333,146289352,296251,499,0,18
11/27/2018,49979,74556,146363908,296351,802,0,31
11/28/2018,48433,69352,146433260,296405,777,0,29
11/29/2018,51468,76715,146509975,296452,1054,0,51
11/30/2018,46001,67098,146577073,296497,1065,0,47
12/1/2018,37989,62304,146639377,296553,2256,0,37
12/2/2018,18418,26501,146665878,296584,554,0,11
12/3/2018,53974,85524,146751402,296664,1308,0,62
12/4/2018,49058,71843,146823245,296708,867,0,27
12/5/2018,46779,67536,146890781,296753,814,0,38
12/6/2018,46543,66885,146957666,296798,910,0,40
12/7/2018,43841,63353,147021019,296843,948,0,52
12/8/2018,29909,44552,147065571,296867,1271,0,46
12/9/2018,27547,40886,147106457,296897,1064,0,23
12/10/2018,43358,62699,147169156,296938,762,0,25
12/11/2018,47335,68321,147237477,296974,823,0,20
12/12/2018,47717,68600,147306077,297005,748,0,28
12/13/2018,40736,57295,147363372,297042,593,0,14
12/14/2018,44775,66633,147430005,297078,1137,0,44
12/15/2018,36423,57244,147487249,297119,1902,0,45
12/16/2018,9835,13599,147500848,297131,203,0,4
12/17/2018,45382,66449,147567297,297173,909,0,32
12/18/2018,41703,58360,147625657,297205,656,0,22
12/19/2018,44096,63165,147688822,297238,877,0,22
12/20/2018,34026,48713,147737535,297269,751,0,20
12/21/2018,23996,34450,147771985,297290,481,0,24
12/22/2018,24870,36653,147808638,297327,1088,0,25
12/23/2018,22230,35921,147844559,297355,1298,0,37
12/24/2018,18990,27246,147871805,297387,681,0,18
12/25/2018,11177,21483,147893288,297426,1080,0,38
12/26/2018,25358,39176,147932464,297487,1118,0,49
12/27/2018,31169,48943,147981407,297527,1510,0,51
12/28/2018,12039,17576,147998983,297555,334,0,25
12/29/2018,29037,54116,148053099,297622,2677,0,104
12/30/2018,22536,37741,148090840,297682,1562,0,51
12/31/2018,18936,29794,148120634,297748,962,0,31
1/1/2019,22145,44131,148164765,297823,2429,0,49
1/2/2019,38249,58975,148223740,297908,1062,0,36
1/3/2019,42181,62500,148286240,297976,969,0,31
1/4/2019,44420,65739,148351979,298017,1173,0,33
1/5/2019,17636,24326,148376305,298048,462,0,8
1/6/2019,31764,50481,148426786,298094,1711,0,31
1/7/2019,36928,52310,148479096,298152,514,0,18
1/8/2019,41728,60469,148539565,298218,654,0,23
1/9/2019,44882,63480,148603045,298263,646,0,23
1/10/2019,39449,53225,148656270,298299,478,0,13
1/11/2019,33196,44226,148700496,298331,465,0,23
1/12/2019,25431,35133,148735629,298361,772,0,26
1/13/2019,23020,33018,148768647,298399,700,0,18
1/14/2019,35408,48021,148816668,298439,402,0,9
1/15/2019,39538,54751,148871419,298470,511,0,19
1/16/2019,40854,56553,148927972,298510,513,0,7
1/17/2019,39417,53430,148981402,298546,463,0,14
1/18/2019,34478,47215,149028617,298574,542,0,27
1/19/2019,23933,34580,149063197,298595,865,0,28
1/20/2019,14440,19131,149082328,298616,368,0,8
1/21/2019,10392,11911,149094239,298632,141,0,5
1/22/2019,28913,37788,149132027,298665,315,0,14
1/23/2019,42028,59442,149191469,298692,526,0,10
1/24/2019,20328,27931,149219400,298721,260,0,7
1/25/2019,39298,54567,149273967,298748,621,0,21
1/26/2019,26607,38634,149312601,298778,933,0,18
1/27/2019,30338,48280,149360881,298828,1510,0,19
1/28/2019,36173,49109,149409990,298878,448,0,13
1/29/2019,31355,42066,149452056,298919,341,0,12
1/30/2019,25496,33178,149485234,298947,263,0,8
1/31/2019,18882,22917,149508151,298975,186,0,8
2/1/2019,25289,31752,149539903,298998,255,0,11
2/2/2019,22280,30802,149570705,299032,627,0,19
2/3/2019,32274,52757,149623462,299103,1743,0,24
2/4/2019,47049,73262,149696724,299172,1180,0,42
2/5/2019,54710,87917,149784641,299249,1770,0,42
2/6/2019,39616,55696,149840337,299296,754,0,27
2/7/2019,43840,62728,149903065,299341,765,0,22
2/8/2019,36964,52442,149955507,299383,864,0,22
2/9/2019,24041,33607,149989114,299409,811,0,10
2/10/2019,24434,35873,150024987,299449,935,0,6
2/11/2019,39197,54362,150079349,299493,563,0,20
2/12/2019,16044,22190,150101539,299521,150,0,4
2/13/2019,35523,48870,150150409,299551,439,0,21
2/14/2019,42313,61381,150211790,299589,773,0,26
2/15/2019,47524,74286,150286076,299633,1590,0,58
2/16/2019,31347,52760,150338836,299683,2030,0,58
2/17/2019,24287,39660,150378496,299711,1439,0,30
2/18/2019,26176,37500,150415996,299757,810,0,17
2/19/2019,35226,49024,150465020,299810,595,0,10
2/20/2019,20694,28763,150493783,299835,221,0,15
2/21/2019,40082,60375,150554158,299871,961,0,37
2/22/2019,42338,61956,150616114,299913,1097,0,49
2/23/2019,31956,49887,150666001,299956,1635,0,28
2/24/2019,24503,37473,150703474,299993,992,0,19
2/25/2019,34736,47207,150750681,300029,495,0,14
2/26/2019,38126,52805,150803486,300067,524,0,23
2/27/2019,37028,48666,150852152,300097,464,0,27
2/28/2019,38784,53031,150905183,300157,652,0,30
3/1/2019,30242,41583,150946766,300183,522,0,26
3/2/2019,18001,27381,150974147,300213,570,0,25
3/3/2019,23240,35764,151009911,300264,1115,0,22
3/4/2019,28424,39154,151049065,300319,563,0,23
3/5/2019,37103,50155,151099220,300367,552,0,24
3/6/2019,33287,42845,151142065,300409,376,0,27
3/7/2019,35913,46582,151188647,300450,468,0,15
3/8/2019,40416,55748,151244395,300503,852,0,32
3/9/2019,38929,68739,151313134,300574,3010,0,35
3/10/2019,18897,28056,151341190,300611,662,0,16
3/11/2019,52412,80705,151421895,300691,1749,0,56
3/12/2019,47214,66518,151488413,300757,1003,0,40
3/13/2019,50121,71556,151559969,300825,1194,0,42
3/14/2019,57476,86864,151646833,300904,1826,0,82
3/15/2019,57517,95073,151741906,300987,2843,0,119
3/16/2019,42144,74307,151816213,301086,3369,0,97
3/17/2019,36826,64440,151880653,301187,2755,0,73
3/18/2019,46535,68775,151949428,301278,1361,0,54
3/19/2019,52997,78320,152027748,301381,1602,0,49
3/20/2019,55396,83442,152111190,301476,1723,0,58
3/21/2019,21248,27005,152138195,301520,342,0,14
3/22/2019,35477,49691,152187886,301579,1076,0,51
3/23/2019,37379,61407,152249293,301671,2693,0,74
3/24/2019,50318,100843,152350136,301827,5896,0,79
3/25/2019,53463,79824,152429960,301952,1562,0,64
3/26/2019,55421,81425,152511385,302083,1715,0,49
3/27/2019,54483,78975,152590360,302176,1583,0,56
3/28/2019,58538,87465,152677825,302430,1966,0,87
3/29/2019,59324,91975,152769800,302587,2573,0,103
3/30/2019,66672,144759,152914559,302941,9151,0,135
3/31/2019,32768,52486,152967045,303060,1916,0,52
4/1/2019,51399,75072,153042117,303223,1466,0,76
4/2/2019,57903,83399,153125516,303386,1483,0,73
4/3/2019,67924,108780,153234296,303552,3013,0,79
4/4/2019,66403,104268,153338564,303699,2633,0,87
4/5/2019,34470,46930,153385494,303766,812,0,46
4/6/2019,66532,143054,153528548,303958,8852,0,139
4/7/2019,64713,138291,153666839,304216,8191,0,87
4/8/2019,70514,123304,153790143,304525,3804,0,89
4/9/2019,59336,86248,153876391,304677,1684,0,79
4/10/2019,70988,112985,153989376,304865,2845,0,116
4/11/2019,62430,93232,154082608,305003,2222,0,93
4/12/2019,58010,92517,154175125,305134,2811,0,118
4/13/2019,71500,159264,154334389,305362,10443,0,128
4/14/2019,58474,123470,154457859,305584,7263,0,119
4/15/2019,45663,71673,154529532,305722,1816,0,75
4/16/2019,63323,106799,154636331,305906,3197,0,134
4/17/2019,65249,109668,154745999,306077,3276,0,89
4/18/2019,61568,98909,154844908,306205,2845,0,104
4/19/2019,64939,120796,154965704,306365,5782,0,271
4/20/2019,36785,68489,155034193,306453,4049,0,115
4/21/2019,51869,114490,155148683,306647,7439,0,140
4/22/2019,44112,71869,155220552,306827,3426,0,69
4/23/2019,75443,143334,155363886,307082,5928,0,202
4/24/2019,77736,144473,155508359,307320,5868,0,135
4/25/2019,60834,101124,155609483,307484,3569,0,114
4/26/2019,37121,55000,155664483,307578,1387,0,76
4/27/2019,56442,111440,155775923,307737,7022,0,151
4/28/2019,41204,68976,155844899,307862,3338,0,87
4/29/2019,60801,98707,155943606,308020,2829,0,104
4/30/2019,62668,99225,156042831,308192,2715,0,94
5/1/2019,60904,93434,156136265,308383,2285,0,106
5/2/2019,68714,115573,156251838,308575,3763,0,171
5/3/2019,62410,100885,156352723,308738,3452,0,151
5/4/2019,56025,114113,156466836,308919,7286,0,110
5/5/2019,16169,25232,156492068,308988,802,0,16
5/6/2019,69920,121887,156613955,309187,4178,0,166
5/7/2019,72829,126637,156740592,309356,4055,0,124
5/8/2019,76398,130821,156871413,309530,4255,0,131
5/9/2019,66689,105721,156977134,309646,2851,0,130
5/10/2019,68044,114830,157091964,309790,4427,0,163
5/11/2019,69788,153674,157245638,310021,10581,0,133
5/12/2019,10730,15759,157261397,310063,475,0,9
5/13/2019,22300,29434,157290831,310141,553,0,19
5/14/2019,42783,61756,157352587,310248,1301,0,73
5/15/2019,74314,129217,157481804,310395,4484,0,140
5/16/2019,77889,139278,157621082,310590,5354,0,174
5/17/2019,72118,126992,157748074,310760,5124,0,167
5/18/2019,73143,162302,157910376,310992,11292,0,227
5/19/2019,69920,154638,158065014,311245,10321,0,193
5/20/2019,74494,133696,158198710,311495,5225,0,173
5/21/2019,79261,139284,158337994,311686,5088,0,160
5/22/2019,82021,144186,158482180,311888,5431,0,153
5/23/2019,56578,93244,158575424,312082,3527,0,121
5/24/2019,74866,141169,158716593,312276,7322,0,245
5/25/2019,59492,136772,158853365,312484,10682,0,279
5/26/2019,49950,118192,158971557,312648,9325,0,145
5/27/2019,66595,160750,159132307,312896,12124,0,136
5/28/2019,59435,97330,159229637,313092,2992,0,96
5/29/2019,55098,87647,159317284,313251,2952,0,111
5/30/2019,52484,84325,159401609,313402,2831,0,129
5/31/2019,83347,156832,159558441,313606,7586,0,261
6/1/2019,76416,164956,159723397,313815,12153,0,214
6/2/2019,67288,147247,159870644,314051,10419,0,144
6/3/2019,77678,141960,160012604,314327,6027,0,152
6/4/2019,83301,150076,160162680,314642,6422,0,168
6/5/2019,78791,134998,160297678,314889,5166,0,143
6/6/2019,81323,143619,160441297,315121,6138,0,183
6/7/2019,82908,150312,160591609,315337,7530,0,256
6/8/2019,78074,175352,160766961,315583,13831,0,206
6/9/2019,73954,167597,160934558,315861,12833,0,121
6/10/2019,37019,54769,160989327,316007,1566,0,44
